GKZ;Gebietsname;Wahlbe-rechtigte;Stimmen;Ungültige;Gültige;ÖVP;%;SPÖ;%;FPÖ;%;NEOS;%;JETZT;%;GRÜNE;%;KPÖ;%;WANDL;%;BZÖ;%;BIER;%;CPÖ;%;GILT;%;SLP;%
G10804;Großwarasdorf;1.164;807;9;798;392;49,12;221;27,69;90;11,28;28;3,51;15;1,88;44;5,51;7;0,88;1;0,13;;0,00;;0,00;0;0,00;;0,00;;0,00
G10805;Horitschon;1.464;1.087;16;1.071;483;45,10;307;28,66;182;16,99;39;3,64;10;0,93;41;3,83;2;0,19;2;0,19;;0,00;;0,00;5;0,47;;0,00;;0,00
G10806;Kaisersdorf;480;361;5;356;118;33,15;149;41,85;47;13,20;9;2,53;9;2,53;22;6,18;1;0,28;1;0,28;;0,00;;0,00;0;0,00;;0,00;;0,00
G10807;Kobersdorf;1.550;1.172;16;1.156;395;34,17;425;36,76;216;18,69;38;3,29;5;0,43;71;6,14;4;0,35;2;0,17;;0,00;;0,00;0;0,00;;0,00;;0,00
G10808;Lackenbach;929;632;11;621;240;38,65;214;34,46;108;17,39;24;3,86;2;0,32;29;4,67;1;0,16;3;0,48;;0,00;;0,00;0;0,00;;0,00;;0,00
G10809;Lockenhaus;1.649;1.133;21;1.112;460;41,37;316;28,42;195;17,54;60;5,40;12;1,08;64;5,76;3;0,27;1;0,09;;0,00;;0,00;1;0,09;;0,00;;0,00
G10810;Lutzmannsburg;704;524;4;520;235;45,19;131;25,19;93;17,88;27;5,19;10;1,92;21;4,04;3;0,58;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10811;Mannersdorf an der Rabnitz;1.477;1.108;27;1.081;417;38,58;353;32,65;209;19,33;38;3,52;12;1,11;49;4,53;0;0,00;2;0,19;;0,00;;0,00;1;0,09;;0,00;;0,00
G10812;Markt Sankt Martin;990;776;17;759;307;40,45;253;33,33;113;14,89;20;2,64;9;1,19;45;5,93;5;0,66;5;0,66;;0,00;;0,00;2;0,26;;0,00;;0,00
G10813;Neckenmarkt;1.412;1.069;10;1.059;519;49,01;310;29,27;144;13,60;29;2,74;7;0,66;38;3,59;3;0,28;2;0,19;;0,00;;0,00;7;0,66;;0,00;;0,00
G10814;Neutal;894;715;14;701;190;27,10;367;52,35;92;13,12;10;1,43;5;0,71;30;4,28;3;0,43;4;0,57;;0,00;;0,00;0;0,00;;0,00;;0,00
G10815;Nikitsch;1.154;812;11;801;409;51,06;224;27,97;74;9,24;40;4,99;10;1,25;41;5,12;2;0,25;0;0,00;;0,00;;0,00;1;0,12;;0,00;;0,00
G10816;Oberpullendorf;2.501;1.463;29;1.434;605;42,19;382;26,64;224;15,62;76;5,30;16;1,12;123;8,58;8;0,56;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10817;Pilgersdorf;1.385;1.026;22;1.004;533;53,09;232;23,11;135;13,45;39;3,88;10;1,00;53;5,28;2;0,20;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10818;Piringsdorf;712;542;11;531;207;38,98;203;38,23;54;10,17;26;4,90;3;0,56;35;6,59;1;0,19;1;0,19;;0,00;;0,00;1;0,19;;0,00;;0,00
G10819;Raiding;742;485;11;474;191;40,30;202;42,62;44;9,28;12;2,53;7;1,48;15;3,16;3;0,63;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10820;Ritzing;747;536;12;524;175;33,40;196;37,40;92;17,56;17;3,24;7;1,34;31;5,92;5;0,95;1;0,19;;0,00;;0,00;0;0,00;;0,00;;0,00
G10821;Steinberg-Dörfl;1.041;801;18;783;356;45,47;206;26,31;117;14,94;39;4,98;14;1,79;48;6,13;1;0,13;0;0,00;;0,00;;0,00;2;0,26;;0,00;;0,00
G10822;Stoob;1.142;828;16;812;303;37,32;320;39,41;109;13,42;27;3,33;7;0,86;42;5,17;3;0,37;0;0,00;;0,00;;0,00;1;0,12;;0,00;;0,00
G10823;Weppersdorf;1.507;1.124;26;1.098;299;27,23;470;42,81;211;19,22;39;3,55;7;0,64;63;5,74;5;0,46;2;0,18;;0,00;;0,00;2;0,18;;0,00;;0,00
G10824;Lackendorf;490;336;5;331;114;34,44;150;45,32;46;13,90;9;2,72;3;0,91;9;2,72;0;0,00;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10825;Unterfrauenhaid;526;388;7;381;161;42,26;145;38,06;51;13,39;7;1,84;4;1,05;8;2,10;4;1,05;1;0,26;;0,00;;0,00;0;0,00;;0,00;;0,00
G10826;Unterrabnitz-Schwendgraben;527;424;7;417;216;51,80;123;29,50;46;11,03;8;1,92;3;0,72;18;4,32;2;0,48;1;0,24;;0,00;;0,00;0;0,00;;0,00;;0,00
G10827;Weingraben;277;226;0;226;83;36,73;100;44,25;17;7,52;9;3,98;1;0,44;15;6,64;1;0,44;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10828;Oberloisdorf;657;512;16;496;188;37,90;183;36,90;78;15,73;13;2,62;5;1,01;27;5,44;0;0,00;1;0,20;;0,00;;0,00;1;0,20;;0,00;;0,00
G10899;Wahlkarten - Oberpullendorf;0;3.337;21;3.316;1.304;39,32;992;29,92;420;12,67;199;6,00;33;1,00;336;10,13;11;0,33;17;0,51;;0,00;;0,00;4;0,12;;0,00;;0,00
G10900;Oberwart;43.304;34.575;506;34.069;12.172;35,73;10.356;30,40;7.101;20,84;1.381;4,05;392;1,15;2.435;7,15;119;0,35;73;0,21;;0,00;;0,00;40;0,12;;0,00;;0,00
G10901;Bad Tatzmannsdorf;1.270;831;15;816;324;39,71;184;22,55;178;21,81;46;5,64;9;1,10;72;8,82;1;0,12;0;0,00;;0,00;;0,00;2;0,25;;0,00;;0,00
G10902;Bernstein;1.780;1.243;20;1.223;423;34,59;489;39,98;207;16,93;37;3,03;3;0,25;61;4,99;2;0,16;1;0,08;;0,00;;0,00;0;0,00;;0,00;;0,00
G10903;Deutsch Schützen-Eisenberg;949;742;15;727;373;51,31;129;17,74;144;19,81;32;4,40;12;1,65;32;4,40;3;0,41;0;0,00;;0,00;;0,00;2;0,28;;0,00;;0,00
G10904;Grafenschachen;1.051;809;23;786;247;31,42;299;38,04;188;23,92;22;2,80;2;0,25;25;3,18;2;0,25;1;0,13;;0,00;;0,00;0;0,00;;0,00;;0,00
G10905;Großpetersdorf;2.881;1.897;27;1.870;638;34,12;698;37,33;311;16,63;66;3,53;25;1,34;121;6,47;4;0,21;3;0,16;;0,00;;0,00;4;0,21;;0,00;;0,00
G10906;Hannersdorf;627;447;5;442;197;44,57;158;35,75;59;13,35;8;1,81;4;0,90;13;2,94;1;0,23;1;0,23;;0,00;;0,00;1;0,23;;0,00;;0,00
G10907;Kemeten;1.236;876;9;867;217;25,03;286;32,99;258;29,76;40;4,61;15;1,73;47;5,42;4;0,46;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10908;Kohfidisch;1.193;894;21;873;353;40,44;279;31,96;173;19,82;21;2,41;6;0,69;37;4,24;2;0,23;2;0,23;;0,00;;0,00;0;0,00;;0,00;;0,00
G10909;Litzelsdorf;951;691;11;680;215;31,62;169;24,85;202;29,71;20;2,94;4;0,59;65;9,56;4;0,59;1;0,15;;0,00;;0,00;0;0,00;;0,00;;0,00
G10910;Loipersdorf-Kitzladen;1.051;839;16;823;300;36,45;252;30,62;210;25,52;15;1,82;10;1,22;34;4,13;1;0,12;1;0,12;;0,00;;0,00;0;0,00;;0,00;;0,00
G10911;Mariasdorf;990;708;10;698;238;34,10;193;27,65;182;26,07;21;3,01;10;1,43;49;7,02;2;0,29;3;0,43;;0,00;;0,00;0;0,00;;0,00;;0,00
G10912;Markt Allhau;1.505;1.117;17;1.100;384;34,91;293;26,64;243;22,09;68;6,18;14;1,27;93;8,45;3;0,27;0;0,00;;0,00;;0,00;2;0,18;;0,00;;0,00
G10913;Markt Neuhodis;554;412;4;408;177;43,38;154;37,75;54;13,24;5;1,23;4;0,98;10;2,45;3;0,74;0;0,00;;0,00;;0,00;1;0,25;;0,00;;0,00
G10914;Mischendorf;1.342;1.022;18;1.004;429;42,73;360;35,86;136;13,55;39;3,88;7;0,70;29;2,89;3;0,30;1;0,10;;0,00;;0,00;0;0,00;;0,00;;0,00
G10915;Oberdorf im Burgenland;849;644;14;630;222;35,24;237;37,62;127;20,16;14;2,22;7;1,11;22;3,49;0;0,00;0;0,00;;0,00;;0,00;1;0,16;;0,00;;0,00
G10916;Oberschützen;1.891;1.295;16;1.279;476;37,22;282;22,05;306;23,92;50;3,91;26;2,03;133;10,40;2;0,16;1;0,08;;0,00;;0,00;3;0,23;;0,00;;0,00
G10917;Oberwart;5.653;3.515;40;3.475;1.220;35,11;991;28,52;708;20,37;172;4,95;37;1,06;320;9,21;12;0,35;7;0,20;;0,00;;0,00;8;0,23;;0,00;;0,00
G10918;Pinkafeld;4.503;2.873;49;2.824;858;30,38;706;25,00;787;27,87;140;4,96;33;1,17;268;9,49;15;0,53;9;0,32;;0,00;;0,00;8;0,28;;0,00;;0,00
G10919;Rechnitz;2.409;1.607;26;1.581;548;34,66;538;34,03;360;22,77;51;3,23;19;1,20;59;3,73;1;0,06;5;0,32;;0,00;;0,00;0;0,00;;0,00;;0,00
G10920;Riedlingsdorf;1.334;912;23;889;190;21,37;295;33,18;288;32,40;33;3,71;13;1,46;65;7,31;2;0,22;3;0,34;;0,00;;0,00;0;0,00;;0,00;;0,00
G10921;Rotenturm an der Pinka;1.153;887;12;875;316;36,11;352;40,23;121;13,83;20;2,29;12;1,37;45;5,14;5;0,57;4;0,46;;0,00;;0,00;0;0,00;;0,00;;0,00
G10922;Schachendorf;547;405;6;399;193;48,37;94;23,56;61;15,29;11;2,76;6;1,50;31;7,77;0;0,00;2;0,50;;0,00;;0,00;1;0,25;;0,00;;0,00
G10923;Stadtschlaining;1.629;1.117;16;1.101;408;37,06;389;35,33;221;20,07;25;2,27;10;0,91;42;3,81;4;0,36;2;0,18;;0,00;;0,00;0;0,00;;0,00;;0,00
G10924;Unterkohlstätten;830;661;6;655;271;41,37;265;40,46;83;12,67;13;1,98;6;0,92;17;2,60;0;0,00;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10925;Unterwart;673;478;6;472;209;44,28;136;28,81;88;18,64;10;2,12;5;1,06;23;4,87;0;0,00;0;0,00;;0,00;;0,00;1;0,21;;0,00;;0,00
G10926;Weiden bei Rechnitz;685;540;5;535;230;42,99;132;24,67;109;20,37;13;2,43;6;1,12;38;7,10;4;0,75;2;0,37;;0,00;;0,00;1;0,19;;0,00;;0,00
G10927;Wiesfleck;958;702;7;695;293;42,16;162;23,31;186;26,76;18;2,59;5;0,72;27;3,88;4;0,58;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10928;Wolfau;1.116;798;10;788;296;37,56;205;26,02;188;23,86;27;3,43;11;1,40;53;6,73;3;0,38;5;0,63;;0,00;;0,00;0;0,00;;0,00;;0,00
G10929;Neustift an der Lafnitz;653;493;8;485;166;34,23;169;34,85;103;21,24;22;4,54;2;0,41;19;3,92;3;0,62;1;0,21;;0,00;;0,00;0;0,00;;0,00;;0,00
G10930;Jabing;590;457;7;450;170;37,78;141;31,33;79;17,56;27;6,00;5;1,11;24;5,33;4;0,89;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10931;Badersdorf;243;193;4;189;97;51,32;48;25,40;34;17,99;3;1,59;3;1,59;4;2,12;0;0,00;0;0,00;;0,00;;0,00;0;0,00;;0,00;;0,00
G10932;Schandorf;208;152;2;150;63;42,00;56;37,33;20;13,33;3;2,00;1;0,67;6;4,00;0;0,00;1;0,67;;0,00;;0,00;0;0,00;;0,00;;0,00
G10999;Wahlkarten - Oberwart;0;4.318;38;4.280;1.431;33,43;1.215;28,39;687;16,05;289;6,75;60;1,40;551;12,87;25;0,58;17;0,40;;0,00;;0,00;5;0,12;;0,00;;0,00
G20000;Kärnten;437.785;317.146;5.334;311.812;108.809;34,90;81.578;26,16;61.674;19,78;21.193;6,80;5.220;1,67;29.654;9,51;1.597;0,51;1.327;0,43;760;0,24;;0,00;;0,00;;0,00;;0,00
G20099;Wahlkarten - Kärnten (ungültig nicht zuordenbar);0;0;0;0;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00
G2A000;Klagenfurt;121.099;87.193;1.284;85.909;28.727;33,44;21.602;25,15;14.077;16,39;7.105;8,27;1.883;2,19;11.233;13,08;548;0,64;419;0,49;315;0,37;;0,00;;0,00;;0,00;;0,00
G2A099;Wahlkarten - Klagenfurt;0;403;6;397;99;24,94;70;17,63;43;10,83;54;13,60;17;4,28;106;26,70;4;1,01;3;0,76;1;0,25;;0,00;;0,00;;0,00;;0,00
G2B000;Villach;95.989;69.655;1.156;68.499;21.777;31,79;19.637;28,67;13.172;19,23;4.869;7,11;1.269;1,85;6.871;10,03;411;0,60;382;0,56;111;0,16;;0,00;;0,00;;0,00;;0,00
G2B099;Wahlkarten - Villach;0;339;4;335;86;25,67;54;16,12;44;13,13;51;15,22;11;3,28;84;25,07;3;0,90;1;0,30;1;0,30;;0,00;;0,00;;0,00;;0,00
G2C000;Kärnten West;100.053;73.406;1.281;72.125;27.407;38,00;16.817;23,32;16.159;22,40;4.758;6,60;926;1,28;5.412;7,50;267;0,37;260;0,36;119;0,16;;0,00;;0,00;;0,00;;0,00
G2C099;Wahlkarten - Kärnten West;0;321;4;317;88;27,76;51;16,09;32;10,09;46;14,51;19;5,99;76;23,97;3;0,95;2;0,63;0;0,00;;0,00;;0,00;;0,00;;0,00
G2D000;Kärnten Ost;120.644;86.892;1.613;85.279;30.898;36,23;23.522;27,58;18.266;21,42;4.461;5,23;1.142;1,34;6.138;7,20;371;0,44;266;0,31;215;0,25;;0,00;;0,00;;0,00;;0,00
G2D099;Wahlkarten - Kärnten Ost;0;282;1;281;85;30,25;48;17,08;34;12,10;36;12,81;9;3,20;66;23,49;1;0,36;2;0,71;0;0,00;;0,00;;0,00;;0,00;;0,00
G20100;Klagenfurt Stadt;73.873;51.678;701;50.977;16.235;31,85;12.556;24,63;8.055;15,80;4.568;8,96;1.298;2,55;7.474;14,66;367;0,72;276;0,54;148;0,29;;0,00;;0,00;;0,00;;0,00
G20101;Klagenfurt am Wörthersee;73.873;43.331;649;42.682;13.677;32,04;10.596;24,83;7.166;16,79;3.574;8,37;1.120;2,62;5.869;13,75;323;0,76;217;0,51;140;0,33;;0,00;;0,00;;0,00;;0,00
G20199;Wahlkarten - Klagenfurt Stadt;0;8.347;52;8.295;2.558;30,84;1.960;23,63;889;10,72;994;11,98;178;2,15;1.605;19,35;44;0,53;59;0,71;8;0,10;;0,00;;0,00;;0,00;;0,00
G20200;Villach Stadt;44.596;31.257;446;30.811;9.450;30,67;8.877;28,81;5.494;17,83;2.385;7,74;655;2,13;3.492;11,33;214;0,69;193;0,63;51;0,17;;0,00;;0,00;;0,00;;0,00
G20201;Villach;44.596;27.169;423;26.746;8.254;30,86;7.819;29,23;5.010;18,73;1.944;7,27;584;2,18;2.735;10,23;190;0,71;163;0,61;47;0,18;;0,00;;0,00;;0,00;;0,00
G20299;Wahlkarten - Villach Stadt;0;4.088;23;4.065;1.196;29,42;1.058;26,03;484;11,91;441;10,85;71;1,75;757;18,62;24;0,59;30;0,74;4;0,10;;0,00;;0,00;;0,00;;0,00
G20300;Hermagor;14.669;11.521;225;11.296;4.878;43,18;2.853;25,26;1.923;17,02;670;5,93;119;1,05;765;6,77;35;0,31;37;0,33;16;0,14;;0,00;;0,00;;0,00;;0,00
G20302;Dellach;1.027;663;19;644;329;51,09;141;21,89;111;17,24;27;4,19;2;0,31;31;4,81;2;0,31;0;0,00;1;0,16;;0,00;;0,00;;0,00;;0,00
G20305;Hermagor-Pressegger See;5.457;3.452;60;3.392;1.290;38,03;989;29,16;612;18,04;209;6,16;39;1,15;220;6,49;14;0,41;10;0,29;9;0,27;;0,00;;0,00;;0,00;;0,00
G20306;Kirchbach;2.109;1.401;23;1.378;640;46,44;272;19,74;283;20,54;76;5,52;16;1,16;81;5,88;6;0,44;4;0,29;0;0,00;;0,00;;0,00;;0,00;;0,00
G20307;Kötschach-Mauthen;2.718;1.666;57;1.609;792;49,22;375;23,31;234;14,54;84;5,22;18;1,12;90;5,59;8;0,50;6;0,37;2;0,12;;0,00;;0,00;;0,00;;0,00
G20316;St. Stefan im Gailtal;1.304;868;25;843;370;43,89;257;30,49;133;15,78;24;2,85;8;0,95;43;5,10;2;0,24;5;0,59;1;0,12;;0,00;;0,00;;0,00;;0,00
G20320;Gitschtal;974;660;10;650;234;36,00;165;25,38;170;26,15;26;4,00;8;1,23;42;6,46;0;0,00;4;0,62;1;0,15;;0,00;;0,00;;0,00;;0,00
G20321;Lesachtal;1.080;737;14;723;474;65,56;113;15,63;62;8,58;30;4,15;6;0,83;37;5,12;1;0,14;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00
G20399;Wahlkarten - Hermagor;0;2.074;17;2.057;749;36,41;541;26,30;318;15,46;194;9,43;22;1,07;221;10,74;2;0,10;8;0,39;2;0,10;;0,00;;0,00;;0,00;;0,00
G20400;Klagenfurt-Land;47.226;35.112;577;34.535;12.393;35,89;8.976;25,99;5.979;17,31;2.483;7,19;568;1,64;3.653;10,58;177;0,51;140;0,41;166;0,48;;0,00;;0,00;;0,00;;0,00
G20402;Ebenthal in Kärnten;6.359;4.020;57;3.963;1.276;32,20;1.219;30,76;858;21,65;229;5,78;71;1,79;256;6,46;24;0,61;5;0,13;25;0,63;;0,00;;0,00;;0,00;;0,00
G20403;Feistritz im Rosental;1.949;1.143;24;1.119;347;31,01;393;35,12;182;16,26;46;4,11;15;1,34;120;10,72;9;0,80;3;0,27;4;0,36;;0,00;;0,00;;0,00;;0,00
G20405;Ferlach;5.473;3.363;79;3.284;1.000;30,45;1.112;33,86;647;19,70;185;5,63;54;1,64;255;7,76;19;0,58;8;0,24;4;0,12;;0,00;;0,00;;0,00;;0,00
G20409;Grafenstein;2.327;1.450;43;1.407;621;44,14;277;19,69;271;19,26;81;5,76;14;1,00;82;5,83;5;0,36;8;0,57;48;3,41;;0,00;;0,00;;0,00;;0,00
G20412;Keutschach am See;1.967;1.123;14;1.109;423;38,14;279;25,16;150;13,53;87;7,84;25;2,25;131;11,81;1;0,09;9;0,81;4;0,36;;0,00;;0,00;;0,00;;0,00
G20414;Köttmannsdorf;2.380;1.556;29;1.527;549;35,95;381;24,95;280;18,34;104;6,81;22;1,44;168;11,00;3;0,20;12;0,79;8;0,52;;0,00;;0,00;;0,00;;0,00
G20415;Krumpendorf am Wörthersee;2.625;1.542;15;1.527;564;36,94;296;19,38;216;14,15;187;12,25;24;1,57;224;14,67;8;0,52;4;0,26;4;0,26;;0,00;;0,00;;0,00;;0,00
G20416;Ludmannsdorf;1.444;915;9;906;331;36,53;262;28,92;119;13,13;40;4,42;19;2,10;132;14,57;2;0,22;0;0,00;1;0,11;;0,00;;0,00;;0,00;;0,00
G20417;Maria Rain;1.986;1.254;23;1.231;460;37,37;257;20,88;246;19,98;102;8,29;22;1,79;131;10,64;3;0,24;3;0,24;7;0,57;;0,00;;0,00;;0,00;;0,00
G20418;Maria Saal;3.130;1.959;34;1.925;731;37,97;462;24,00;315;16,36;133;6,91;35;1,82;224;11,64;12;0,62;11;0,57;2;0,10;;0,00;;0,00;;0,00;;0,00
G20419;Maria Wörth;1.283;687;4;683;271;39,68;114;16,69;95;13,91;80;11,71;11;1,61;100;14,64;8;1,17;2;0,29;2;0,29;;0,00;;0,00;;0,00;;0,00
G20421;Moosburg;3.612;2.026;31;1.995;739;37,04;422;21,15;432;21,65;156;7,82;38;1,90;179;8,97;11;0,55;10;0,50;8;0,40;;0,00;;0,00;;0,00;;0,00
G20424;Pörtschach am Wörther See;2.236;1.269;16;1.253;559;44,61;196;15,64;186;14,84;106;8,46;21;1,68;173;13,81;7;0,56;4;0,32;1;0,08;;0,00;;0,00;;0,00;;0,00
G20425;Poggersdorf;2.558;1.793;37;1.756;700;39,86;418;23,80;346;19,70;109;6,21;32;1,82;124;7,06;11;0,63;5;0,28;11;0,63;;0,00;;0,00;;0,00;;0,00
G20428;St. Margareten im Rosental;879;538;14;524;187;35,69;187;35,69;76;14,50;31;5,92;9;1,72;27;5,15;3;0,57;2;0,38;2;0,38;;0,00;;0,00;;0,00;;0,00
G20432;Schiefling am Wörthersee;1.962;1.258;21;1.237;494;39,94;291;23,52;235;19,00;71;5,74;22;1,78;111;8,97;3;0,24;7;0,57;3;0,24;;0,00;;0,00;;0,00;;0,00
G20435;Techelsberg am Wörther See;1.780;1.000;27;973;357;36,69;253;26,00;193;19,84;64;6,58;13;1,34;85;8,74;2;0,21;2;0,21;4;0,41;;0,00;;0,00;;0,00;;0,00
G20441;Zell;502;324;9;315;85;26,98;126;40,00;12;3,81;15;4,76;8;2,54;63;20,00;1;0,32;2;0,63;3;0,95;;0,00;;0,00;;0,00;;0,00
G20442;Magdalensberg;2.774;1.746;34;1.712;641;37,44;449;26,23;307;17,93;114;6,66;29;1,69;142;8,29;15;0,88;4;0,23;11;0,64;;0,00;;0,00;;0,00;;0,00
G20499;Wahlkarten - Klagenfurt-Land;0;6.146;57;6.089;2.058;33,80;1.582;25,98;813;13,35;543;8,92;84;1,38;926;15,21;30;0,49;39;0,64;14;0,23;;0,00;;0,00;;0,00;;0,00
G20500;Sankt Veit an der Glan;44.371;31.680;556;31.124;11.008;35,37;8.211;26,38;7.333;23,56;1.741;5,59;418;1,34;2.103;6,76;135;0,43;104;0,33;71;0,23;;0,00;;0,00;;0,00;;0,00
G20501;Althofen;3.795;2.212;36;2.176;735;33,78;633;29,09;465;21,37;147;6,76;41;1,88;131;6,02;15;0,69;3;0,14;6;0,28;;0,00;;0,00;;0,00;;0,00
G20502;Brückl;2.250;1.407;38;1.369;506;36,96;413;30,17;293;21,40;76;5,55;13;0,95;56;4,09;7;0,51;3;0,22;2;0,15;;0,00;;0,00;;0,00;;0,00
G20503;Deutsch-Griffen;750;411;6;405;133;32,84;63;15,56;198;48,89;5;1,23;0;0,00;6;1,48;0;0,00;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00
G20504;Eberstein;1.020;607;14;593;239;40,30;121;20,40;168;28,33;21;3,54;3;0,51;31;5,23;5;0,84;3;0,51;2;0,34;;0,00;;0,00;;0,00;;0,00
G20505;Friesach;4.235;2.389;30;2.359;889;37,69;566;23,99;612;25,94;118;5,00;27;1,14;112;4,75;16;0,68;10;0,42;9;0,38;;0,00;;0,00;;0,00;;0,00
G20506;Glödnitz;667;396;7;389;163;41,90;77;19,79;116;29,82;14;3,60;2;0,51;12;3,08;2;0,51;1;0,26;2;0,51;;0,00;;0,00;;0,00;;0,00
G20508;Gurk;1.015;730;17;713;279;39,13;148;20,76;221;31,00;21;2,95;8;1,12;32;4,49;3;0,42;1;0,14;0;0,00;;0,00;;0,00;;0,00;;0,00
G20509;Guttaring;1.201;748;19;729;281;38,55;200;27,43;143;19,62;62;8,50;1;0,14;33;4,53;2;0,27;3;0,41;4;0,55;;0,00;;0,00;;0,00;;0,00
G20511;Hüttenberg;1.182;711;7;704;176;25,00;238;33,81;241;34,23;12;1,70;6;0,85;25;3,55;4;0,57;1;0,14;1;0,14;;0,00;;0,00;;0,00;;0,00
G20512;Kappel am Krappfeld;1.582;1.062;21;1.041;431;41,40;242;23,25;229;22,00;55;5,28;6;0,58;64;6,15;6;0,58;4;0,38;4;0,38;;0,00;;0,00;;0,00;;0,00
G20513;Klein St. Paul;1.458;938;20;918;347;37,80;218;23,75;250;27,23;41;4,47;10;1,09;44;4,79;1;0,11;5;0,54;2;0,22;;0,00;;0,00;;0,00;;0,00
G20515;Liebenfels;2.661;1.671;29;1.642;531;32,34;550;33,50;339;20,65;82;4,99;25;1,52;104;6,33;6;0,37;4;0,24;1;0,06;;0,00;;0,00;;0,00;;0,00
G20518;Metnitz;1.663;1.136;28;1.108;478;43,14;202;18,23;301;27,17;58;5,23;18;1,62;42;3,79;4;0,36;2;0,18;3;0,27;;0,00;;0,00;;0,00;;0,00
G20519;Micheldorf;846;444;15;429;122;28,44;155;36,13;100;23,31;15;3,50;9;2,10;22;5,13;1;0,23;2;0,47;3;0,70;;0,00;;0,00;;0,00;;0,00
G20520;Mölbling;1.063;669;13;656;232;35,37;127;19,36;227;34,60;24;3,66;3;0,46;40;6,10;1;0,15;2;0,30;0;0,00;;0,00;;0,00;;0,00;;0,00
G20523;St. Georgen am Längsee;2.926;1.834;27;1.807;598;33,09;488;27,01;419;23,19;119;6,59;25;1,38;139;7,69;12;0,66;4;0,22;3;0,17;;0,00;;0,00;;0,00;;0,00
G20527;St. Veit an der Glan;9.764;5.364;100;5.264;1.679;31,90;1.670;31,72;1.020;19,38;315;5,98;95;1,80;427;8,11;19;0,36;23;0,44;16;0,30;;0,00;;0,00;;0,00;;0,00
G20530;Straßburg;1.678;1.089;29;1.060;442;41,70;172;16,23;329;31,04;49;4,62;13;1,23;44;4,15;5;0,47;4;0,38;2;0,19;;0,00;;0,00;;0,00;;0,00
G20531;Weitensfeld im Gurktal;1.724;1.092;15;1.077;447;41,50;211;19,59;333;30,92;45;4,18;8;0,74;24;2,23;5;0,46;2;0,19;2;0,19;;0,00;;0,00;;0,00;;0,00
G20534;Frauenstein;2.891;1.906;28;1.878;671;35,73;418;22,26;431;22,95;137;7,29;29;1,54;180;9,58;5;0,27;4;0,21;3;0,16;;0,00;;0,00;;0,00;;0,00
G20599;Wahlkarten - St. Veit an der Glan;0;4.864;57;4.807;1.629;33,89;1.299;27,02;898;18,68;325;6,76;76;1,58;535;11,13;16;0,33;23;0,48;6;0,12;;0,00;;0,00;;0,00;;0,00
G20600;Spittal an der Drau;61.469;44.690;737;43.953;16.546;37,64;10.013;22,78;10.148;23,09;2.968;6,75;551;1,25;3.365;7,66;149;0,34;141;0,32;72;0,16;;0,00;;0,00;;0,00;;0,00
G20601;Bad Kleinkirchheim;1.295;636;4;632;251;39,72;109;17,25;181;28,64;44;6,96;5;0,79;35;5,54;1;0,16;2;0,32;4;0,63;;0,00;;0,00;;0,00;;0,00
G20602;Baldramsdorf;1.553;915;20;895;274;30,61;254;28,38;258;28,83;41;4,58;13;1,45;51;5,70;1;0,11;0;0,00;3;0,34;;0,00;;0,00;;0,00;;0,00
G20603;Berg im Drautal;1.050;672;14;658;339;51,52;139;21,12;71;10,79;39;5,93;1;0,15;66;10,03;2;0,30;0;0,00;1;0,15;;0,00;;0,00;;0,00;;0,00
G20604;Dellach im Drautal;1.321;780;17;763;347;45,48;181;23,72;117;15,33;44;5,77;5;0,66;60;7,86;1;0,13;5;0,66;3;0,39;;0,00;;0,00;;0,00;;0,00
G20605;Großkirchheim;1.074;713;4;709;333;46,97;54;7,62;212;29,90;61;8,60;10;1,41;32;4,51;2;0,28;3;0,42;2;0,28;;0,00;;0,00;;0,00;;0,00
G20607;Flattach;963;577;8;569;247;43,41;119;20,91;151;26,54;24;4,22;4;0,70;22;3,87;0;0,00;2;0,35;0;0,00;;0,00;;0,00;;0,00;;0,00
G20608;Gmünd in Kärnten;2.139;1.353;37;1.316;460;34,95;316;24,01;326;24,77;89;6,76;12;0,91;103;7,83;3;0,23;5;0,38;2;0,15;;0,00;;0,00;;0,00;;0,00
G20609;Greifenburg;1.377;859;16;843;315;37,37;172;20,40;217;25,74;63;7,47;8;0,95;60;7,12;3;0,36;2;0,24;3;0,36;;0,00;;0,00;;0,00;;0,00
G20610;Heiligenblut am Großglockner;826;494;15;479;259;54,07;49;10,23;99;20,67;44;9,19;4;0,84;17;3,55;4;0,84;2;0,42;1;0,21;;0,00;;0,00;;0,00;;0,00
