;;Nationalratswahl vom 28.09.2008 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31919;Kirchstetten                            ;1.586;76,99;40;1.181;329;27,86;-1,88;375;31,75;-12,18;98;8,30;0,09;240;20,32;8,87;77;6,52;4,90;13;1,10;1,10;17;1,44;1,44;15;1,27;-0,01;2;0,17;0,17;15;1,27;1,27;;;;;;;;;;;;;;;
31920;Loich                                   ;493;81,14;8;392;99;25,26;-6,68;175;44,64;-7,69;10;2,55;-0,89;56;14,29;8,15;40;10,20;7,25;2;0,51;0,51;2;0,51;0,51;2;0,51;-0,23;2;0,51;0,51;4;1,02;1,02;;;;;;;;;;;;;;;
31921;Maria-Anzbach                           ;2.165;76,54;31;1.626;383;23,55;-2,97;494;30,38;-9,96;240;14,76;-0,56;269;16,54;6,72;116;7,13;4,19;19;1,17;1,17;42;2,58;2,58;17;1,05;0,05;15;0,92;0,92;31;1,91;1,91;;;;;;;;;;;;;;;
31922;Markersdorf - Haindorf                  ;1.542;74,38;25;1.122;329;29,32;-2,51;362;32,26;-9,26;81;7,22;-0,13;230;20,50;6,92;68;6,06;4,33;10;0,89;0,89;11;0,98;0,98;7;0,62;0,19;3;0,27;0,27;21;1,87;1,87;;;;;;;;;;;;;;;
31923;Michelbach                              ;699;79,69;15;542;66;12,18;-3,04;283;52,21;-12,83;32;5,90;1,01;91;16,79;6,46;50;9,23;7,42;2;0,37;0,37;6;1,11;1,11;3;0,55;0,37;3;0,55;0,55;6;1,11;1,11;;;;;;;;;;;;;;;
31925;Neidling                                ;1.189;79,90;34;916;235;25,66;-7,00;320;34,93;-6,83;92;10,04;0,84;151;16,48;6,37;72;7,86;5,33;4;0,44;0,44;23;2,51;2,51;2;0,22;-0,69;3;0,33;0,33;14;1,53;1,53;;;;;;;;;;;;;;;
31926;Neulengbach                             ;5.852;74,27;111;4.235;1.081;25,53;-3,83;1.283;30,30;-9,20;456;10,77;-1,49;745;17,59;5,71;364;8,60;6,43;55;1,30;1,30;120;2,83;2,83;38;0,90;0,17;41;0,97;0,97;52;1,23;1,23;;;;;;;;;;;;;;;
31927;Neustift - Innermanzing                 ;1.135;71,54;24;788;198;25,13;-7,31;233;29,57;-10,81;62;7,87;-1,87;160;20,30;9,27;79;10,03;7,34;11;1,40;1,40;27;3,43;3,43;5;0,63;-0,27;4;0,51;0,51;9;1,14;1,14;;;;;;;;;;;;;;;
31928;Nußdorf ob der Traisen                  ;1.320;82,80;32;1.061;328;30,91;-4,80;374;35,25;-5,42;67;6,31;-1,31;204;19,23;8,28;58;5,47;3,18;2;0,19;0,19;10;0,94;0,94;2;0,19;-0,38;3;0,28;0,28;13;1,23;1,23;;;;;;;;;;;;;;;
31929;Ober-Grafendorf                         ;3.672;80,39;64;2.888;1.086;37,60;-6,34;759;26,28;-5,96;192;6,65;-1,50;535;18,52;8,83;196;6,79;4,57;22;0,76;0,76;43;1,49;1,49;14;0,48;-0,14;13;0,45;0,45;28;0,97;0,97;;;;;;;;;;;;;;;
31930;Obritzberg - Rust                       ;1.745;80,74;41;1.368;283;20,69;-2,29;603;44,08;-8,87;82;5,99;-2,10;217;15,86;6,53;99;7,24;4,84;13;0,95;0,95;22;1,61;1,61;9;0,66;-0,16;18;1,32;1,32;22;1,61;1,61;;;;;;;;;;;;;;;
31932;Prinzersdorf                            ;1.201;79,43;30;924;312;33,77;-2,26;283;30,63;-5,18;93;10,06;-1,48;143;15,48;4,69;50;5,41;3,25;5;0,54;0,54;14;1,52;1,52;5;0,54;0,32;8;0,87;0,87;11;1,19;1,19;;;;;;;;;;;;;;;
31934;Pyhra                                   ;2.729;80,73;48;2.155;457;21,21;-4,61;907;42,09;-8,16;175;8,12;-1,04;348;16,15;7,17;166;7,70;5,80;16;0,74;0,74;34;1,58;1,58;16;0,74;0,00;9;0,42;0,42;27;1,25;1,25;;;;;;;;;;;;;;;
31935;Rabenstein an der Pielach               ;1.997;77,87;46;1.509;445;29,49;-5,00;556;36,85;-7,74;93;6,16;-0,92;257;17,03;9,10;100;6,63;3,68;8;0,53;0,53;7;0,46;0,46;9;0,60;0,27;9;0,60;0,60;25;1,66;1,66;;;;;;;;;;;;;;;
31938;St. Margarethen an der Sierning         ;855;85,73;23;710;140;19,72;-5,54;365;51,41;-8,41;42;5,92;0,31;101;14,23;9,21;41;5,77;3,85;6;0,85;0,85;6;0,85;0,85;4;0,56;0,12;0;0,00;0,00;5;0,70;0,70;;;;;;;;;;;;;;;
31939;Schwarzenbach an der Pielach            ;346;84,39;10;282;75;26,60;-4,54;125;44,33;-10,34;3;1,06;-0,67;56;19,86;13,29;19;6,74;4,66;0;0,00;0,00;0;0,00;0,00;1;0,35;-0,34;0;0,00;0,00;3;1,06;1,06;;;;;;;;;;;;;;;
31940;Statzendorf                             ;1.103;82,86;32;882;356;40,36;-9,75;235;26,64;-4,46;44;4,99;-0,94;157;17,80;9,89;64;7,26;5,28;6;0,68;0,68;5;0,57;0,57;5;0,57;0,24;4;0,45;0,45;6;0,68;0,68;;;;;;;;;;;;;;;
31941;Stössing                                ;599;72,45;9;425;49;11,53;-3,52;220;51,76;-8,46;32;7,53;0,65;71;16,71;5,31;28;6,59;4,01;2;0,47;0,47;5;1,18;1,18;3;0,71;-0,15;6;1,41;1,41;9;2,12;2,12;;;;;;;;;;;;;;;
31943;Traismauer                              ;4.524;79,22;81;3.503;1.287;36,74;-8,57;821;23,44;-3,88;225;6,42;-1,06;790;22,55;9,24;235;6,71;4,38;24;0,69;0,69;50;1,43;1,43;23;0,66;-0,04;9;0,26;0,26;39;1,11;1,11;;;;;;;;;;;;;;;
31945;Weinburg                                ;1.059;85,36;16;888;375;42,23;-10,46;236;26,58;-1,64;44;4,95;0,15;156;17,57;9,96;59;6,64;4,53;4;0,45;0,45;3;0,34;0,34;4;0,45;-0,25;2;0,23;0,23;5;0,56;0,56;;;;;;;;;;;;;;;
31946;Weißenkirchen an der Perschling         ;1.037;79,75;19;808;115;14,23;-6,33;363;44,93;-10,57;38;4,70;0,11;188;23,27;11,18;54;6,68;4,38;12;1,49;1,49;8;0,99;0,99;4;0,50;0,02;15;1,86;1,86;11;1,36;1,36;;;;;;;;;;;;;;;
31947;Wilhelmsburg                            ;5.142;76,16;102;3.814;1.532;40,17;-8,14;834;21,87;-4,32;265;6,95;-1,37;788;20,66;9,03;241;6,32;4,60;35;0,92;0,92;50;1,31;1,31;31;0,81;0,00;5;0,13;0,13;33;0,87;0,87;;;;;;;;;;;;;;;
31948;Wölbling                                ;1.952;78,13;29;1.496;522;34,89;-9,09;445;29,75;-1,93;106;7,09;-1,18;260;17,38;7,39;94;6,28;4,36;18;1,20;1,20;16;1,07;1,07;8;0,53;-0,73;11;0,74;0,74;16;1,07;1,07;;;;;;;;;;;;;;;
320;Bezirk Scheibbs                         ;33.264;86,46;813;27.948;6.927;24,79;-4,49;11.650;41,68;-9,42;1.778;6,36;-0,54;4.269;15,27;8,48;2.076;7,43;5,06;237;0,85;0,85;296;1,06;1,06;133;0,48;-0,31;206;0,74;0,74;376;1,35;1,35;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;46;2.116;539;25,47;25,47;900;42,53;42,53;215;10,16;10,16;234;11,06;11,06;126;5,95;5,95;25;1,18;1,18;36;1,70;1,70;5;0,24;0,24;18;0,85;0,85;18;0,85;0,85;;;;;;;;;;;;;;;
32001;Gaming                                  ;2.739;78,71;62;2.094;941;44,94;-3,58;511;24,40;-9,10;104;4,97;-0,34;283;13,51;7,44;157;7,50;5,39;19;0,91;0,91;14;0,67;0,67;12;0,57;-0,15;27;1,29;1,29;26;1,24;1,24;;;;;;;;;;;;;;;
32002;Göstling an der Ybbs                    ;1.721;80,01;28;1.349;427;31,65;-4,49;568;42,11;-7,25;58;4,30;-0,13;171;12,68;7,25;77;5,71;3,85;7;0,52;0,52;11;0,82;0,82;7;0,52;0,09;8;0,59;0,59;15;1,11;1,11;;;;;;;;;;;;;;;
32003;Gresten                                 ;1.618;75,22;44;1.173;365;31,12;-8,50;377;32,14;-6,27;101;8,61;0,31;158;13,47;7,33;109;9,29;6,26;11;0,94;0,94;21;1,79;1,79;10;0,85;-0,27;4;0,34;0,34;17;1,45;1,45;;;;;;;;;;;;;;;
32004;Gresten-Land                            ;1.230;78,78;32;937;126;13,45;-2,44;566;60,41;-10,43;36;3,84;-0,27;101;10,78;5,73;69;7,36;5,99;8;0,85;0,85;5;0,53;0,53;3;0,32;-0,21;10;1,07;1,07;13;1,39;1,39;;;;;;;;;;;;;;;
32005;Lunz am See                             ;1.573;78,39;29;1.204;424;35,22;-5,61;406;33,72;-7,51;69;5,73;-0,17;160;13,29;7,47;94;7,81;5,02;14;1,16;1,16;15;1,25;1,25;8;0,66;-0,06;7;0,58;0,58;7;0,58;0,58;;;;;;;;;;;;;;;
32006;Oberndorf an der Melk                   ;2.385;81,38;56;1.885;221;11,72;-3,60;1.037;55,01;-12,00;76;4,03;-0,76;342;18,14;11,21;132;7,00;4,50;15;0,80;0,80;9;0,48;0,48;8;0,42;-0,31;14;0,74;0,74;31;1,64;1,64;;;;;;;;;;;;;;;
32007;Puchenstuben                            ;256;77,73;1;198;83;41,92;-6,62;73;36,87;-6,33;7;3,54;2,08;21;10,61;6,24;6;3,03;2,06;1;0,51;0,51;3;1,52;1,52;1;0,51;0,51;1;0,51;0,51;2;1,01;1,01;;;;;;;;;;;;;;;
32008;Purgstall an der Erlauf                 ;4.274;77,80;79;3.246;681;20,98;-5,76;1.343;41,37;-10,36;202;6,22;-1,61;623;19,19;11,83;258;7,95;5,06;25;0,77;0,77;23;0,71;0,71;9;0,28;-0,40;27;0,83;0,83;55;1,69;1,69;;;;;;;;;;;;;;;
32009;Randegg                                 ;1.527;80,68;55;1.177;186;15,80;-1,73;657;55,82;-9,76;51;4,33;0,29;159;13,51;6,85;71;6,03;3,65;13;1,10;1,10;10;0,85;0,85;3;0,25;-0,54;6;0,51;0,51;21;1,78;1,78;;;;;;;;;;;;;;;
32010;Reinsberg                               ;826;86,20;25;687;79;11,50;-2,62;421;61,28;-10,49;24;3,49;-0,97;74;10,77;6,31;58;8,44;6,21;4;0,58;0,58;5;0,73;0,73;6;0,87;0,28;7;1,02;1,02;9;1,31;1,31;;;;;;;;;;;;;;;
32011;St. Anton an der Jeßnitz                ;988;83,81;17;811;163;20,10;-5,53;381;46,98;-11,27;27;3,33;0,03;131;16,15;9,17;73;9,00;6,34;5;0,62;0,62;8;0,99;0,99;3;0,37;-0,14;7;0,86;0,86;13;1,60;1,60;;;;;;;;;;;;;;;
32012;St. Georgen an der Leys                 ;1.082;81,05;29;848;91;10,73;-2,68;479;56,49;-14,05;29;3,42;-1,01;137;16,16;9,69;89;10,50;7,87;3;0,35;0,35;2;0,24;0,24;2;0,24;-0,36;8;0,94;0,94;8;0,94;0,94;;;;;;;;;;;;;;;
32013;Scheibbs                                ;3.498;79,47;94;2.686;727;27,07;-2,22;992;36,93;-9,88;319;11,88;-1,04;302;11,24;5,25;196;7,30;5,54;17;0,63;0,63;53;1,97;1,97;15;0,56;-0,55;30;1,12;1,12;35;1,30;1,30;;;;;;;;;;;;;;;
32014;Steinakirchen am Forst                  ;1.902;81,97;50;1.509;216;14,31;-3,67;788;52,22;-9,34;91;6,03;-1,91;225;14,91;8,37;113;7,49;4,95;14;0,93;0,93;16;1,06;1,06;10;0,66;0,02;7;0,46;0,46;29;1,92;1,92;;;;;;;;;;;;;;;
32015;Wang                                    ;1.055;83,70;28;855;129;15,09;-3,48;436;50,99;-9,57;43;5,03;0,30;149;17,43;8,33;68;7,95;6,13;15;1,75;1,75;4;0,47;0,47;2;0,23;-1,10;2;0,23;0,23;7;0,82;0,82;;;;;;;;;;;;;;;
32016;Wieselburg                              ;2.917;77,37;61;2.196;884;40,26;-8,22;525;23,91;-6,24;149;6,79;-1,46;395;17,99;11,08;144;6,56;4,24;24;1,09;1,09;29;1,32;1,32;11;0,50;-0,48;10;0,46;0,46;25;1,14;1,14;;;;;;;;;;;;;;;
32017;Wieselburg-Land                         ;2.588;82,03;46;2.077;531;25,57;-4,94;733;35,29;-10,71;129;6,21;-0,97;446;21,47;11,74;163;7,85;4,95;10;0,48;0,48;20;0,96;0,96;12;0,58;-0,39;10;0,48;0,48;23;1,11;1,11;;;;;;;;;;;;;;;
32018;Wolfpassing                             ;1.085;85,81;31;900;114;12,67;-2,69;457;50,78;-10,99;48;5,33;-2,85;158;17,56;8,59;73;8,11;5,98;7;0,78;0,78;12;1,33;1,33;6;0,67;0,11;3;0,33;0,33;22;2,44;2,44;;;;;;;;;;;;;;;
321;Bezirk Tulln                            ;53.749;84,86;1.103;44.509;12.147;27,29;-5,18;15.682;35,23;-7,34;3.744;8,41;-0,57;8.034;18,05;8,22;2.693;6,05;3,83;371;0,83;0,83;864;1,94;1,94;277;0,62;-0,12;206;0,46;0,46;491;1,10;1,10;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;47;3.101;757;24,41;24,41;1.229;39,63;39,63;373;12,03;12,03;403;13,00;13,00;137;4,42;4,42;26;0,84;0,84;98;3,16;3,16;16;0,52;0,52;16;0,52;0,52;46;1,48;1,48;;;;;;;;;;;;;;;
32101;Absdorf                                 ;1.383;83,66;37;1.120;405;36,16;-6,53;338;30,18;-4,87;75;6,70;-0,08;194;17,32;6,91;53;4,73;3,30;10;0,89;0,89;26;2,32;2,32;6;0,54;0,06;0;0,00;0,00;13;1,16;1,16;;;;;;;;;;;;;;;
32104;Atzenbrugg                              ;2.077;80,40;71;1.599;351;21,95;-5,50;675;42,21;-9,10;84;5,25;-0,96;291;18,20;9,95;127;7,94;4,81;14;0,88;0,88;16;1,00;1,00;11;0,69;-0,27;14;0,88;0,88;16;1,00;1,00;;;;;;;;;;;;;;;
32106;Fels am Wagram                          ;1.633;80,16;28;1.281;384;29,98;-8,48;458;35,75;-6,10;68;5,31;-0,79;235;18,35;9,86;74;5,78;3,54;15;1,17;1,17;19;1,48;1,48;5;0,39;-0,07;5;0,39;0,39;18;1,41;1,41;;;;;;;;;;;;;;;
32107;Grafenwörth                             ;2.418;78,58;41;1.859;591;31,79;-5,07;730;39,27;-4,69;80;4,30;-0,56;293;15,76;7,21;92;4,95;3,24;12;0,65;0,65;28;1,51;1,51;8;0,43;-0,10;3;0,16;0,16;22;1,18;1,18;;;;;;;;;;;;;;;
32109;Großriedenthal                          ;792;81,82;23;625;155;24,80;-3,46;312;49,92;-4,40;15;2,40;-0,53;82;13,12;4,77;41;6,56;4,80;6;0,96;0,96;3;0,48;0,48;3;0,48;-0,54;5;0,80;0,80;3;0,48;0,48;;;;;;;;;;;;;;;
32110;Großweikersdorf                         ;2.451;79,93;50;1.909;531;27,82;-4,09;649;34,00;-8,87;121;6,34;-0,66;413;21,63;9,20;109;5,71;3,05;17;0,89;0,89;34;1,78;1,78;11;0,58;0,21;4;0,21;0,21;20;1,05;1,05;;;;;;;;;;;;;;;
32112;Judenau - Baumgarten                    ;1.582;78,95;30;1.219;277;22,72;-2,61;477;39,13;-10,04;88;7,22;-1,20;245;20,10;9,37;85;6,97;5,24;7;0,57;0,57;16;1,31;1,31;3;0,25;-0,41;12;0,98;0,98;9;0,74;0,74;;;;;;;;;;;;;;;
32114;Kirchberg am Wagram                     ;2.701;82,49;52;2.176;594;27,30;-5,31;871;40,03;-7,51;138;6,34;-0,88;367;16,87;9,43;121;5,56;3,49;11;0,51;0,51;28;1,29;1,29;14;0,64;0,14;9;0,41;0,41;23;1,06;1,06;;;;;;;;;;;;;;;
32115;Königsbrunn am Wagram                   ;1.038;85,55;24;864;274;31,71;-5,11;334;38,66;-9,34;47;5,44;0,62;129;14,93;8,81;55;6,37;4,61;3;0,35;0,35;10;1,16;1,16;4;0,46;-0,13;1;0,12;0,12;7;0,81;0,81;;;;;;;;;;;;;;;
32116;Königstetten                            ;1.540;78,05;24;1.178;336;28,52;-6,56;388;32,94;-7,88;83;7,05;-0,75;241;20,46;9,31;59;5,01;3,47;13;1,10;1,10;30;2,55;2,55;8;0,68;-0,09;4;0,34;0,34;16;1,36;1,36;;;;;;;;;;;;;;;
32119;Langenrohr                              ;1.726;77,35;32;1.303;223;17,11;-5,03;573;43,98;-8,92;78;5,99;-1,41;250;19,19;9,34;111;8,52;5,31;8;0,61;0,61;23;1,77;1,77;11;0,84;0,08;9;0,69;0,69;17;1,30;1,30;;;;;;;;;;;;;;;
32120;Michelhausen                            ;2.039;76,31;54;1.502;293;19,51;-4,74;747;49,73;-5,18;72;4,79;-1,76;250;16,64;7,79;83;5,53;3,24;10;0,67;0,67;15;1,00;1,00;9;0,60;0,14;5;0,33;0,33;18;1,20;1,20;;;;;;;;;;;;;;;
32131;Sieghartskirchen                        ;5.325;78,42;91;4.085;1.152;28,20;-3,64;1.432;35,06;-8,05;262;6,41;-1,58;786;19,24;8,33;262;6,41;4,23;31;0,76;0,76;77;1,88;1,88;24;0,59;-0,15;26;0,64;0,64;33;0,81;0,81;;;;;;;;;;;;;;;
32132;Sitzenberg - Reidling                   ;1.589;81,37;46;1.247;330;26,46;-4,48;475;38,09;-8,39;73;5,85;-1,10;224;17,96;7,88;82;6,58;5,10;18;1,44;1,44;11;0,88;0,88;8;0,64;0,09;9;0,72;0,72;17;1,36;1,36;;;;;;;;;;;;;;;
32134;Tulbing                                 ;2.257;78,42;42;1.728;472;27,31;-4,38;583;33,74;-8,17;175;10,13;-1,17;316;18,29;8,30;95;5,50;3,46;13;0,75;0,75;38;2,20;2,20;8;0,46;-0,05;11;0,64;0,64;17;0,98;0,98;;;;;;;;;;;;;;;
32135;Tulln an der Donau                      ;10.838;77,49;195;8.203;2.167;26,42;-4,17;2.839;34,61;-7,79;880;10,73;-0,68;1.417;17,27;7,74;478;5,83;3,58;58;0,71;0,71;189;2,30;2,30;53;0,65;-0,07;38;0,46;0,46;84;1,02;1,02;;;;;;;;;;;;;;;
32139;Würmla                                  ;1.003;78,86;19;772;123;15,93;-1,34;373;48,32;-9,69;49;6,35;-1,10;154;19,95;8,02;43;5,57;3,83;9;1,17;1,17;7;0,91;0,91;3;0,39;-0,36;0;0,00;0,00;11;1,42;1,42;;;;;;;;;;;;;;;
32140;Zeiselmauer - Wolfpassing               ;1.745;77,48;26;1.326;390;29,41;-6,57;325;24,51;-7,27;167;12,59;-2,40;252;19,00;9,85;94;7,09;4,24;22;1,66;1,66;44;3,32;3,32;11;0,83;-0,59;5;0,38;0,38;16;1,21;1,21;;;;;;;;;;;;;;;
32141;Zwentendorf an der Donau                ;2.938;80,46;74;2.290;860;37,55;-6,91;626;27,34;-6,45;85;3,71;-0,83;458;20,00;9,85;161;7,03;4,78;18;0,79;0,79;26;1,14;1,14;28;1,22;0,03;5;0,22;0,22;23;1,00;1,00;;;;;;;;;;;;;;;
32142;St. Andrä - Wördern                     ;5.657;77,90;81;4.326;1.244;28,76;-6,17;1.042;24,09;-7,24;668;15,44;-0,48;846;19,56;9,02;277;6,40;3,96;35;0,81;0,81;111;2,57;2,57;31;0,72;-0,22;18;0,42;0,42;54;1,25;1,25;;;;;;;;;;;;;;;
32143;Muckendorf - Wipfing                    ;1.017;79,84;16;796;238;29,90;-8,71;206;25,88;-7,92;63;7,91;1,40;188;23,62;10,47;54;6,78;4,38;15;1,88;1,88;15;1,88;1,88;2;0,25;-0,74;7;0,88;0,88;8;1,01;1,01;;;;;;;;;;;;;;;
322;Bezirk Waidhofen a.d. Thaya             ;22.900;83,85;614;18.587;4.439;23,88;-4,44;8.491;45,68;-6,74;1.051;5,65;-0,02;3.030;16,30;8,39;935;5,03;2,82;110;0,59;0,59;159;0,86;0,86;106;0,57;-0,13;75;0,40;0,40;191;1,03;1,03;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;36;1.575;388;24,63;24,63;695;44,13;44,13;174;11,05;11,05;185;11,75;11,75;61;3,87;3,87;11;0,70;0,70;33;2,10;2,10;4;0,25;0,25;6;0,38;0,38;18;1,14;1,14;;;;;;;;;;;;;;;
32202;Dietmanns                               ;982;76,99;25;731;370;50,62;-6,08;90;12,31;-3,54;21;2,87;-2,41;199;27,22;11,37;33;4,51;2,32;5;0,68;0,68;1;0,14;0,14;6;0,82;-0,21;2;0,27;0,27;4;0,55;0,55;;;;;;;;;;;;;;;
32203;Dobersberg                              ;1.422;78,13;35;1.076;164;15,24;-2,83;640;59,48;-9,09;40;3,72;-0,28;164;15,24;10,15;39;3,62;1,99;4;0,37;0,37;12;1,12;1,12;3;0,28;-0,36;0;0,00;0,00;10;0,93;0,93;;;;;;;;;;;;;;;
32206;Gastern                                 ;1.073;79,87;36;821;222;27,04;-2,76;374;45,55;-4,99;31;3,78;-0,03;126;15,35;7,84;50;6,09;2,75;2;0,24;0,24;1;0,12;0,12;8;0,97;-0,34;0;0,00;0,00;7;0,85;0,85;;;;;;;;;;;;;;;
32207;Groß-Siegharts                          ;2.465;71,76;57;1.712;647;37,79;-8,76;479;27,98;-6,46;96;5,61;0,91;323;18,87;11,46;108;6,31;3,55;15;0,88;0,88;16;0,93;0,93;8;0,47;-0,30;2;0,12;0,12;18;1,05;1,05;;;;;;;;;;;;;;;
32209;Karlstein an der Thaya                  ;1.274;78,10;37;958;222;23,17;-6,11;464;48,43;-6,21;46;4,80;0,37;147;15,34;8,33;58;6,05;3,68;2;0,21;0,21;1;0,10;0,10;9;0,94;0,22;1;0,10;0,10;8;0,84;0,84;;;;;;;;;;;;;;;
32210;Kautzen                                 ;1.031;83,61;40;822;168;20,44;-4,71;424;51,58;-7,81;34;4,14;-0,35;140;17,03;10,89;32;3,89;2,12;1;0,12;0,12;6;0,73;0,73;4;0,49;-0,22;6;0,73;0,73;7;0,85;0,85;;;;;;;;;;;;;;;
32212;Ludweis - Aigen                         ;850;77,65;17;643;132;20,53;-4,79;350;54,43;-3,84;30;4,67;-0,08;80;12,44;5,97;34;5,29;3,56;1;0,16;0,16;7;1,09;1,09;5;0,78;0,35;0;0,00;0,00;4;0,62;0,62;;;;;;;;;;;;;;;
32214;Pfaffenschlag bei Waidhofen a. d. Thaya ;815;79,39;21;626;100;15,97;-4,19;290;46,33;-10,26;22;3,51;-0,99;160;25,56;11,92;27;4,31;1,98;5;0,80;0,80;1;0,16;0,16;3;0,48;0,01;15;2,40;2,40;3;0,48;0,48;;;;;;;;;;;;;;;
32216;Raabs an der Thaya                      ;2.456;78,45;72;1.847;358;19,38;-1,32;1.030;55,77;-7,53;64;3,47;-0,37;269;14,56;7,04;58;3,14;1,68;13;0,70;0,70;15;0,81;0,81;14;0,76;0,26;5;0,27;0,27;21;1,14;1,14;;;;;;;;;;;;;;;
32217;Thaya                                   ;1.190;76,89;20;895;187;20,89;-5,59;412;46,03;-7,27;32;3,58;-0,93;188;21,01;9,47;52;5,81;3,83;3;0,34;0,34;7;0,78;0,78;2;0,22;-0,33;5;0,56;0,56;7;0,78;0,78;;;;;;;;;;;;;;;
32219;Vitis                                   ;2.176;78,45;74;1.633;407;24,92;-6,78;806;49,36;-5,20;68;4,16;0,29;211;12,92;8,07;104;6,37;4,12;4;0,24;0,24;8;0,49;0,49;4;0,24;-0,16;5;0,31;0,31;16;0,98;0,98;;;;;;;;;;;;;;;
32220;Waidhofen an der Thaya                  ;4.797;73,88;93;3.451;734;21,27;-1,65;1.505;43,61;-7,38;294;8,52;-2,13;565;16,37;7,58;189;5,48;3,37;27;0,78;0,78;34;0,99;0,99;24;0,70;-0,08;24;0,70;0,70;55;1,59;1,59;;;;;;;;;;;;;;;
32221;Waidhofen an der Thaya-Land             ;965;79,79;32;738;91;12,33;-6,56;401;54,34;-4,90;47;6,37;-0,51;121;16,40;9,11;45;6,10;2,32;11;1,49;1,49;8;1,08;1,08;5;0,68;-0,13;1;0,14;0,14;8;1,08;1,08;;;;;;;;;;;;;;;
32222;Waldkirchen an der Thaya                ;521;81,00;10;412;91;22,09;-4,00;221;53,64;-8,14;12;2,91;0,39;68;16,50;9,18;9;2,18;1,04;3;0,73;0,73;5;1,21;1,21;2;0,49;-0,20;0;0,00;0,00;1;0,24;0,24;;;;;;;;;;;;;;;
32223;Windigsteig                             ;883;74,29;9;647;158;24,42;-7,74;310;47,91;-4,22;40;6,18;1,30;84;12,98;7,95;36;5,56;2,66;3;0,46;0,46;4;0,62;0,62;5;0,77;-0,30;3;0,46;0,46;4;0,62;0,62;;;;;;;;;;;;;;;
323;Bezirk Wr. Neustadt-Land                ;57.966;84,58;1.360;47.670;15.604;32,73;-6,89;13.807;28,96;-7,61;2.750;5,77;-0,70;10.015;21,01;10,26;3.326;6,98;4,46;410;0,86;0,86;688;1,44;1,44;275;0,58;-0,14;224;0,47;0,47;571;1,20;1,20;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;263;2.903;814;28,04;28,04;989;34,07;34,07;290;9,99;9,99;456;15,71;15,71;184;6,34;6,34;23;0,79;0,79;78;2,69;2,69;5;0,17;0,17;18;0,62;0,62;46;1,58;1,58;;;;;;;;;;;;;;;
32301;Bad Fischau - Brunn                     ;2.271;79,52;27;1.779;585;32,88;-4,49;527;29,62;-6,51;155;8,71;-1,63;302;16,98;7,64;112;6,30;3,19;11;0,62;0,62;53;2,98;2,98;9;0,51;-0,55;5;0,28;0,28;20;1,12;1,12;;;;;;;;;;;;;;;
32302;Bad Schönau                             ;619;83,36;18;498;103;20,68;-2,78;214;42,97;-8,32;12;2,41;-1,96;117;23,49;11,56;34;6,83;4,25;2;0,40;0,40;0;0,00;0,00;1;0,20;-0,79;8;1,61;1,61;7;1,41;1,41;;;;;;;;;;;;;;;
32304;Ebenfurth                               ;2.075;74,46;27;1.518;768;50,59;-7,78;194;12,78;-6,87;73;4,81;-0,97;335;22,07;11,98;99;6,52;3,93;9;0,59;0,59;10;0,66;0,66;10;0,66;0,13;6;0,40;0,40;14;0,92;0,92;;;;;;;;;;;;;;;
32305;Eggendorf                               ;3.387;75,55;41;2.518;1.093;43,41;-8,94;379;15,05;-5,82;116;4,61;-1,61;663;26,33;13,12;177;7,03;4,43;16;0,64;0,64;39;1,55;1,55;18;0,71;-0,26;3;0,12;0,12;14;0,56;0,56;;;;;;;;;;;;;;;
32306;Bad Erlach                              ;2.163;81,92;36;1.736;487;28,05;-6,48;734;42,28;-6,04;71;4,09;-0,92;289;16,65;9,13;99;5,70;4,39;8;0,46;0,46;18;1,04;1,04;9;0,52;-0,16;8;0,46;0,46;13;0,75;0,75;;;;;;;;;;;;;;;
32307;Felixdorf                               ;3.228;75,22;35;2.393;1.033;43,17;-7,57;367;15,34;-4,89;156;6,52;-2,25;531;22,19;10,05;163;6,81;3,61;34;1,42;1,42;63;2,63;2,63;12;0,50;-0,05;14;0,59;0,59;20;0,84;0,84;;;;;;;;;;;;;;;
32308;Gutenstein                              ;1.074;76,44;27;794;232;29,22;-2,66;302;38,04;-10,51;43;5,42;-0,96;131;16,50;9,45;47;5,92;3,12;3;0,38;0,38;9;1,13;1,13;5;0,63;0,07;8;1,01;1,01;14;1,76;1,76;;;;;;;;;;;;;;;
32309;Hochneukirchen - Gschaidt               ;1.403;84,60;28;1.159;172;14,84;-5,70;610;52,63;-10,34;36;3,11;0,86;235;20,28;10,82;66;5,69;4,43;8;0,69;0,69;11;0,95;0,95;3;0,26;-0,19;6;0,52;0,52;12;1,04;1,04;;;;;;;;;;;;;;;
32310;Hochwolkersdorf                         ;844;84,12;13;697;251;36,01;-8,22;243;34,86;-8,26;15;2,15;-1,19;138;19,80;14,24;25;3,59;2,06;3;0,43;0,43;5;0,72;0,72;2;0,29;-0,27;2;0,29;0,29;13;1,87;1,87;;;;;;;;;;;;;;;
